,Salary,WorkingAge
1361,437.0,37.0
1362,431.0,42.0
1363,467.0,26.0
1364,446.0,9.0
1365,399.0,36.0
1366,398.0,9.0
1367,411.0,6.0
1368,555.0,15.0
1369,384.0,12.0
1370,409.0,11.0
1371,560.0,11.0
1372,397.0,35.0
1373,477.0,25.0
1374,485.0,28.0
1375,574.0,37.0
1376,446.0,43.0
1377,515.0,23.0
1378,467.0,28.0
1379,480.0,47.0
1380,562.0,9.0
1381,420.0,35.0
1382,424.0,8.0
1383,565.0,4.0
1384,576.0,38.0
1385,567.0,21.0
1386,468.0,5.0
1387,596.0,35.0
1388,444.0,40.0
1389,450.0,27.0
1390,384.0,24.0
1391,462.0,42.0
1392,564.0,40.0
1393,562.0,25.0
1394,595.0,19.0
1395,426.0,35.0
1396,406.0,10.0
1397,521.0,11.0
1398,615.0,15.0
1399,585.0,41.0
1400,555.0,4.0
1401,566.0,39.0
1402,487.0,27.0
1403,478.0,4.0
1404,580.0,23.0
1405,520.0,2.0
1406,544.0,4.0
1407,573.0,45.0
1408,367.0,37.0
1409,554.0,28.0
1410,452.0,42.0
1411,405.0,40.0
1412,589.0,38.0
1413,558.0,5.0
1414,577.0,23.0
1415,455.0,39.0
1416,583.0,7.0
1417,575.0,44.0
1418,415.0,39.0
1419,444.0,43.0
1420,552.0,26.0
1421,474.0,46.0
1422,357.0,11.0
1423,584.0,43.0
1424,541.0,23.0
1425,573.0,27.0
1426,558.0,27.0
1427,462.0,6.0
1428,436.0,38.0
1429,480.0,25.0
1430,608.0,11.0
1431,410.0,39.0
1432,440.0,9.0
1433,546.0,24.0
1434,474.0,7.0
1435,534.0,-2.0
1436,415.0,35.0
1437,520.0,5.0
1438,382.0,34.0
1439,415.0,11.0
1440,530.0,4.0
1441,388.0,29.0
1442,432.0,7.0
1443,614.0,18.0
1444,433.0,27.0
1445,573.0,42.0
1446,462.0,27.0
1447,558.0,10.0
1448,582.0,26.0
1449,485.0,24.0
1450,598.0,15.0
1451,528.0,24.0
1452,371.0,35.0
1453,438.0,9.0
1454,397.0,38.0
1455,578.0,21.0
1456,548.0,45.0
1457,437.0,8.0
1458,406.0,14.0
1459,442.0,29.0
1460,432.0,42.0
1461,434.0,11.0
1462,566.0,21.0
1463,394.0,30.0
1464,519.0,44.0
1465,548.0,8.0
1466,616.0,36.0
1467,424.0,34.0
1468,454.0,45.0
1469,383.0,34.0
1470,525.0,8.0
1471,587.0,36.0
1472,411.0,11.0
1473,611.0,8.0
1474,587.0,22.0
1475,515.0,6.0
1476,417.0,35.0
1477,590.0,21.0
1478,411.0,25.0
1479,586.0,16.0
1480,462.0,8.0
1481,584.0,20.0
1482,559.0,40.0
1483,439.0,4.0
1484,515.0,25.0
1485,473.0,10.0
1486,546.0,7.0
1487,588.0,13.0
1488,601.0,18.0
1489,582.0,40.0
1490,611.0,17.0
1491,459.0,28.0
1492,586.0,39.0
1493,513.0,7.0
1494,432.0,42.0
1495,557.0,40.0
1496,514.0,27.0
1497,386.0,11.0
1498,552.0,43.0
1499,530.0,1.0
1500,569.0,45.0
1501,393.0,9.0
1502,383.0,40.0
1503,469.0,26.0
1504,454.0,26.0
1505,408.0,11.0
1506,431.0,33.0
1507,443.0,8.0
1508,466.0,9.0
1509,453.0,41.0
1510,468.0,8.0
1511,446.0,28.0
1512,457.0,44.0
1513,643.0,38.0
1514,451.0,27.0
1515,363.0,34.0
1516,436.0,8.0
1517,393.0,38.0
1518,561.0,23.0
1519,488.0,7.0
1520,425.0,42.0
1521,395.0,31.0
1522,475.0,27.0
1523,596.0,10.0
1524,516.0,41.0
1525,579.0,13.0
1526,625.0,39.0
1527,620.0,14.0
1528,488.0,49.0
1529,604.0,42.0
1530,398.0,40.0
1531,484.0,7.0
1532,561.0,23.0
1533,590.0,21.0
1534,407.0,37.0
1535,477.0,44.0
1536,483.0,26.0
1537,397.0,7.0
1538,455.0,22.0
1539,530.0,48.0
1540,458.0,30.0
1541,600.0,17.0
1542,616.0,12.0
1543,453.0,47.0
1544,427.0,7.0
1545,575.0,18.0
1546,475.0,27.0
1547,441.0,27.0
1548,548.0,23.0
1549,537.0,21.0
1550,520.0,24.0
1551,625.0,16.0
1552,381.0,37.0
1553,571.0,13.0
1554,453.0,9.0
1555,564.0,17.0
1556,599.0,17.0
1557,562.0,24.0
1558,625.0,15.0
1559,604.0,40.0
1560,520.0,26.0
1561,440.0,11.0
1562,531.0,30.0
1563,555.0,41.0
1564,441.0,31.0
1565,479.0,49.0
1566,403.0,15.0
1567,544.0,6.0
1568,592.0,11.0
1569,464.0,27.0
1570,478.0,4.0
1571,439.0,31.0
1572,412.0,27.0
1573,447.0,44.0
1574,463.0,31.0
1575,544.0,7.0
1576,631.0,18.0
1577,591.0,10.0
1578,411.0,37.0
1579,512.0,7.0
1580,526.0,23.0
1581,534.0,6.0
1582,414.0,30.0
1583,427.0,10.0
1584,629.0,18.0
1585,593.0,9.0
1586,523.0,5.0
1587,412.0,12.0
1588,466.0,6.0
1589,481.0,4.0
1590,515.0,25.0
1591,428.0,6.0
1592,573.0,39.0
1593,452.0,44.0
1594,485.0,4.0
1595,610.0,39.0
1596,391.0,12.0
1597,583.0,36.0
1598,559.0,4.0
1599,481.0,48.0
1600,415.0,38.0
1601,464.0,4.0
1602,594.0,24.0
1603,577.0,39.0
1604,456.0,45.0
1605,477.0,22.0
1606,589.0,39.0
1607,537.0,24.0
1608,394.0,37.0
1609,473.0,8.0
1610,540.0,48.0
1611,446.0,36.0
1612,548.0,38.0
1613,588.0,13.0
1614,411.0,40.0
1615,573.0,36.0
1616,547.0,9.0
1617,621.0,35.0
1618,405.0,34.0
1619,405.0,33.0
1620,416.0,10.0
1621,578.0,37.0
1622,626.0,8.0
1623,515.0,48.0
1624,565.0,25.0
1625,568.0,39.0
1626,418.0,23.0
1627,598.0,15.0
1628,418.0,7.0
1629,413.0,12.0
1630,418.0,31.0
1631,605.0,11.0
1632,598.0,8.0
1633,544.0,22.0
1634,382.0,36.0
1635,446.0,39.0
1636,563.0,25.0
1637,431.0,40.0
1638,575.0,11.0
1639,556.0,26.0
1640,562.0,46.0
1641,552.0,18.0
1642,555.0,5.0
1643,574.0,15.0
1644,420.0,43.0
1645,610.0,20.0
1646,563.0,8.0
1647,628.0,43.0
1648,575.0,9.0
1649,578.0,19.0
1650,387.0,38.0
1651,592.0,4.0
1652,593.0,17.0
1653,545.0,41.0
1654,624.0,43.0
1655,588.0,12.0
1656,610.0,39.0
1657,539.0,10.0
1658,451.0,25.0
1659,423.0,31.0
1660,472.0,5.0
1661,468.0,7.0
1662,432.0,37.0
1663,557.0,40.0
1664,553.0,8.0
1665,570.0,8.0
1666,405.0,39.0
1667,474.0,10.0
1668,409.0,8.0
1669,469.0,8.0
1670,571.0,45.0
1671,608.0,11.0
1672,431.0,15.0
1673,419.0,40.0
1674,624.0,36.0
1675,528.0,25.0
1676,606.0,20.0
1677,527.0,42.0
1678,461.0,45.0
1679,591.0,10.0
1680,569.0,23.0
1681,588.0,20.0
1682,544.0,24.0
1683,466.0,23.0
1684,388.0,31.0
1685,444.0,42.0
1686,613.0,8.0
1687,406.0,30.0
1688,579.0,42.0
1689,588.0,22.0
1690,425.0,23.0
1691,531.0,4.0
1692,393.0,38.0
1693,522.0,1.0
1694,389.0,34.0
1695,446.0,34.0
1696,531.0,3.0
1697,431.0,9.0
1698,413.0,40.0
1699,571.0,43.0
1700,405.0,18.0
1701,622.0,37.0
1702,603.0,21.0
1703,449.0,9.0
1704,397.0,30.0
1705,489.0,27.0
1706,449.0,34.0
1707,401.0,18.0
1708,358.0,31.0
1709,426.0,37.0
1710,568.0,23.0
1711,405.0,27.0
1712,539.0,11.0
1713,580.0,4.0
1714,575.0,21.0
1715,531.0,8.0
1716,564.0,5.0
1717,511.0,7.0
1718,552.0,10.0
1719,410.0,10.0
1720,481.0,24.0
1721,436.0,46.0
1722,460.0,25.0
1723,429.0,39.0
1724,393.0,29.0
1725,436.0,31.0
1726,579.0,35.0
1727,422.0,34.0
1728,375.0,38.0
1729,565.0,6.0
1730,476.0,6.0
1731,404.0,16.0
1732,547.0,4.0
1733,522.0,23.0
1734,444.0,25.0
1735,563.0,41.0
1736,639.0,20.0
1737,559.0,43.0
1738,575.0,10.0
1739,564.0,8.0
1740,486.0,50.0
1741,591.0,33.0
1742,485.0,44.0
1743,595.0,16.0
1744,455.0,45.0
1745,595.0,23.0
1746,552.0,42.0
1747,594.0,27.0
1748,496.0,2.0
1749,402.0,34.0
1750,581.0,15.0
1751,459.0,27.0
1752,407.0,27.0
1753,572.0,37.0
1754,572.0,25.0
1755,458.0,4.0
1756,530.0,47.0
1757,579.0,10.0
1758,602.0,24.0
1759,454.0,43.0
1760,582.0,38.0
1761,391.0,13.0
1762,473.0,45.0
1763,405.0,14.0
1764,376.0,34.0
1765,435.0,40.0
1766,436.0,41.0
1767,487.0,28.0
1768,441.0,49.0
1769,551.0,23.0
1770,401.0,8.0
1771,406.0,36.0
1772,555.0,5.0
1773,381.0,13.0
1774,637.0,22.0
1775,443.0,37.0
1776,416.0,9.0
1777,533.0,23.0
1778,553.0,21.0
1779,422.0,11.0
1780,426.0,40.0
1781,430.0,9.0
1782,597.0,10.0
1783,451.0,27.0
1784,565.0,17.0
1785,399.0,36.0
1786,511.0,46.0
1787,527.0,42.0
1788,555.0,45.0
1789,655.0,21.0
1790,577.0,19.0
1791,521.0,27.0
1792,426.0,45.0
1793,481.0,44.0
1794,414.0,34.0
1795,414.0,30.0
1796,391.0,39.0
1797,388.0,5.0
1798,430.0,30.0
1799,392.0,36.0
1800,534.0,4.0
1801,555.0,40.0
1802,405.0,33.0
1803,353.0,40.0
1804,531.0,22.0
1805,461.0,24.0
1806,544.0,44.0
1807,561.0,6.0
1808,512.0,25.0
1809,419.0,32.0
1810,429.0,36.0
1811,387.0,16.0
1812,420.0,41.0
1813,515.0,10.0
1814,438.0,30.0
1815,607.0,23.0
1816,609.0,24.0
1817,362.0,37.0
1818,591.0,13.0
1819,391.0,29.0
1820,394.0,31.0
1821,642.0,12.0
1822,571.0,44.0
1823,480.0,47.0
1824,398.0,26.0
1825,595.0,14.0
1826,378.0,29.0
1827,575.0,20.0
1828,427.0,8.0
1829,432.0,37.0
1830,368.0,37.0
1831,401.0,41.0
1832,399.0,37.0
1833,446.0,46.0
1834,445.0,34.0
1835,420.0,41.0
1836,394.0,39.0
1837,420.0,13.0
1838,472.0,4.0
1839,437.0,32.0
1840,616.0,19.0
1841,522.0,48.0
1842,404.0,28.0
1843,455.0,7.0
1844,575.0,6.0
1845,578.0,18.0
1846,456.0,22.0
1847,413.0,26.0
1848,450.0,28.0
1849,620.0,15.0
1850,440.0,38.0
1851,527.0,5.0
1852,552.0,21.0
1853,584.0,19.0
1854,515.0,5.0
1855,539.0,44.0
1856,424.0,28.0
1857,385.0,11.0
1858,566.0,20.0
1859,571.0,38.0
1860,590.0,9.0
1861,436.0,33.0
1862,488.0,42.0
1863,600.0,22.0
1864,452.0,47.0
1865,478.0,25.0
